Application ID	In Country?	App Type	Traditional Building	Case Officer	Decision Level	PO Decision	HP12 Relevant	HP12: Abandoned	HP12: Historic / Architectural Assessment Person	HP12: Stated Historic or Architectural Interest	HP12: Capable of Renovation	HP12 Passes?	HP14 Relevant	HP14A: On Footprint	HP14A: Less than 50% increase	HP14A: Exception1 (Poor form -> more traditional)	HP14A; Exception2 (less visual impact)	HP14A: Complies?	HP14B: 3/91 Compliance	HP14B: High-Quality Design with 'No Adverse Visual Impact'	HP14B: Complies?	HP14C: Reuse of Stone and Slate	HP14D: New fabric matches original building	HP14 Passes?	Application Passes 'Replacement Dwelling' Policy?	Pass Score (HP12)	Pass Score (HP14)	Pass Score for this Application	Assessment Score HP12 (2or3=pass)	Assessment Score HP14 (3=pass)	Assessment Bonus Score (max=2)	Assessment Score Overall (5/6=pass/7/8max)	Compliance Score HP12 (2or3=pass)	Compliance Score HP14 (3=pass)	Compliance Exception Modifier HP14 (3=max)	Compliance Bonus Score (max=2)	Compliance Score Overall (5/6=pass/ 7/8=max)	Compliance %	HP12 Compliance %	HP14 Compliance %	Compliance Status	Policy Balance Score	Reason for refusal: points gained	Reason for refusal: detail	Application Type	Local Authority	Date Submitted	Advertised As	Available Online	Status	LatDD	LonDD	Land Designation	Is Countryside	Plan Used	Case Officer	Signed By	Same Countersignatory	Site Visit Conducted	Recommended Permitted	Decision Level	Committee or PO Permitted	High Landscape Value (1982)	Archeological Interest (1982)	"Vernacular, Traditional, or Pre-1920 Building(s) to be Demolished"	Building Classification	Building Detailed Description	Housing Policy 12 Included	Housing Policy 13 Included	Housing Policy 14 Included	Passed HP12 (PO)	Passed HP13 (PO)	Passed HP14 (PO)	Abandoned / Lost Habitable Status (PO Assessment)	Abandoned Excerpts	Historic Assessment Level	Additional Evidence of Historic / Architectural Interest	Objector(s) on Historic / Arc Interest Grounds	Historic / Arc Interest	Architectural and Historic Interest Expcerts	Renovation Comments	Capable of Renovation	Structural Condition of Building	On Existing Footprint	Buildings included in original floor area	Original Floor Area	New Floor Area	Percent Original Floor Area	Curtilage Size	Curtilage Notes	Passes 3/91 P2-P7 Generally (Vernaculars)?	3/91 P2	3/91 P3	3/91 P4	3/91 P5	3/91 P6	3/91 P7	3/91 P8 (Larger house in own grounds)	3/91 Excerpts	Siting / Design: Less Visual Impact	Visual Impact: Language Used	Existing Deemed Poor Form	Existing Deemed Poor Condition	Exceptional: New Property is 'High-Quality' Design with No Adverse Visual Impact	Reuse of Stone and Slate	Matches original materials	Thought to Have More traditional character	Condition for Demolition	Condition to Record Site
15/00458/B	Yes	B	Yes	Senior Planning Officer 2	Director of Planning	Yes	No	No	Planning Officer	Yes	No Assessment	No	Yes	Partial	Yes	No	No	Yes	No	No	No	No Assessment	No Assessment	No	No	3	3	6	2	3	0	5	1	2	0	0	3	50.00%	33.33%	66.67%	Fail	-2	0		B	LONAN	29-Apr-15	Erection of a replacement dwelling (amendment to PA 13/91534/B) Baldromma Christian Ballamenagh Road Baldrine Isle Of Man IM4 6AG	Yes	Decision Issued	54.18318994	-4.422637273	Not designated for development	Yes	Isle of Man Development Plan Order 1982 	Senior Planning Officer 2	Director of Planning	No	No	Yes	Director of Planning	Yes	Yes	No	Yes	Unknown	Large traditional dwelling that has been extended	No	No	Yes	No Assessment	No Assessment	Yes	No	"""The proposal satisfies the first part of Housing Policy 12 in that the existing dwelling is still in residential use and has not been abandoned."""	Planning Officer	None	None	Yes	"""In terms of the second arm of the policy, the existing dwelling is considered to have architectural and historic interest. The original dwelling is of an attractive and traditional design."" ""6.5 Having regard to the earlier approvals which would have substantially altered the character and appearance of the existing dwelling, the fact that the original dwelling has been somewhat altered and in some cases unsympathetically so, and that the dwelling makes a limited contribution to the countryside being set back some distance and screened from the highway, it is considered that it would be difficult to make a case for the retention of the dwelling on grounds of its architectural and historic interest. It is therefore felt that it is acceptable in principle to replace the existing dwelling."""	None	No Assessment	No Assessment	Partial	Existing dwelling	895	881	98.43575419	No Assessment	No mention in assessment.	No	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		"""Neither does the proposal accord with Circular 3/91 which advocates more traditionally design dwellings."""	No		No Assessment	No Assessment	No	No Assessment	No Assessment	No	None	None
15/00147/B	Yes	B	Yes	Senior Planning Officer 2	Director of Planning	Yes	No	No Assessment	None	No Assessment	No Assessment	No	Yes	Partial	Yes	No	No	Yes	Yes	No	Yes	No Assessment	No Assessment	Yes	No	3	3	6	0	3	0	3	0	3	0	1	3	50.00%	0.00%	100.00%	Fail	0	0		B	JURBY	12-Feb-15	Erection of a replacement dwelling (comprising amendments to PA 14/01084/B) Sandygate House Clenagh Road Sandygate Ramsey Isle Of Man IM7 3AF	Yes	Decision Issued	54.34554336	-4.501775116	Woodland	Yes	Isle of Man Development Plan Order 1982 	Senior Planning Officer 2	Director of Planning	No	24/02/2015	Yes	Director of Planning	Yes	Yes	No	Yes	Vernacular Farmhouse; Two-Storey Vernacular Stone Barn	"fairly traditional, two-storey detached property. ""The chimneys are remarkably stubby for a traditional Manx property"". ""Also within the application site, which is quite generous, is a two-storey Manx stone barn and the remains of an old pigsty."""	No	No	Yes	No Assessment	No Assessment	Yes	No Assessment	None	None	None	None	No Assessment	None	None	No Assessment	No Assessment	Partial	Existing dwelling	198	212	107.0707071	Same	None	Yes	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		"""6.2 That which is proposed meets all of these requirements to a greater or lesser extent, with perhaps the most flexibility in reaching this conclusion applied to the interpretation of Circular 3/91. It is also considered that the dwelling proposed here is an improvement over that which was approved in 2010, which looked rather like overdevelopment if not for the plot (which is extensive) then for the dwelling itself, which would have had a full double width projection to the rear. While this cannot be taken into account in the determination of the current application, it remains worth noting. The proposal in relation to the 2014 approval is almost identical; the exception being the roof ridge has been increased by 0.5 metres. The two gable chimney stacks are also increased in height, which again from a visual perspective are more appropriate. Overall, the proposed changes are visually considered to improve the appearance of the new dwelling, giving a steeper roof pitch and height which is more in line with Planning Circular 3/91."""	No		No Assessment	No Assessment	No	No Assessment	No Assessment	No Assessment	None	None
14/01447/B	Yes	B	Unable to determine from report	Senior Planning Officer 1	Committee	Yes	No	No Assessment	None	No Assessment	No Assessment	No	Yes	No Assessment	No	No	No Assessment	No	No Assessment	No	No	No Assessment	No Assessment	No	No	3	3	6	0	2	0	2	0	0	0	0	0	0.00%	0.00%	0.00%	Fail	-2	0		B	PATRICK	23-Dec-14	Erection of a replacement dwelling (comprising amendments to PA 11/00337/B) including extension to residential curtilage Hillside View Gordon Peel Isle Of Man IM5 3AR 	Yes	Decision Issued	54.19493228	-4.698819859	Woodland	Yes	Isle of Man Development Plan Order 1982 	Senior Planning Officer 1	Senior Planning Officer 1	Yes	15/01/2015	Yes	Committee	Yes	Yes	No	Unable to determine from report	Unknown	distinctive red tiled roof and has been extended over time 	No	No	Yes	No Assessment	No Assessment	Unclear	No Assessment	None	None	None	None	No Assessment	None	None	No Assessment	No Assessment	No Assessment	Existing dwelling	247	413	167.2064777	Increase	"""6.4 The extension to the residential curtilage is generally discouraged as being contrary to the policies which aim to protect the countryside. However, EP 1 is clear that it aims to prevent development which ""adversely affects"" the countryside and does not set out to prevent all development per se. It cannot do this as GP3, EPs 15-22 include provision for different types of development which are considered acceptable under certain circumstances. The approach in previous applications is to focus upon the impact of the extension of the curtilage in terms of how this affects the character of the countryside and the setting and context of the dwelling. In some cases the extension of a curtilage can result in what is currently natural landscaping becoming manicured and managed and looking quite different to what surrounds it. In other cases extensions can lead to what are currently modest properties looking much grander and in a much more formal setting and in these cases, sometimes leading to proposals for alterations and extensions and sometimes redevelopments which can be difficult to resist as the context of the property has changed such that it can accommodate a much larger dwelling. In this case the dwelling will look very much like what already has approval, although it will have moved further into the plot. The relative relationship of the house with its garden will remain very similar to what has approval. At present the boundary is visually soft and inconspicuous and what is proposed will be the same as this. As such, it is concluded that there will be no adverse impact as a result of the extension of the residential curtilage as proposed."""	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		"""6.3 Whilst some of the details are not as traditional, for example the chimneys, the applicant has agreed that they should be more substantial - 2m as opposed to 1.35m as shown which will help the appearance of the property, the overall impact is one of more traditional character than the existing, which is what HP14 aims to achieve. """	No Assessment		No Assessment	No Assessment	No	No Assessment	No Assessment	Yes	None	None
14/01336/B	Yes	B	Yes	Senior Planning Officer 1	Committee	No	No	No Assessment	None	No Assessment	No Assessment	No	Yes	No Assessment	No	No	No	No	No Assessment	No	No	No Assessment	No Assessment	No	No	3	3	6	0	2	0	2	0	0	0	0	0	0.00%	0.00%	0.00%	Fail	2	2	"""...what is proposed would be harmful to the landscape and would be contrary to Housing Policy 14."""	B	MAROWN	25-Nov-14	"Demolition of existing farmhouse and outbuildings and erection of a replacement dwelling with walled garden, tennis courts, new driveway, vehicular access and alterations to remaining outbuildings Ballavitchel Lodge Ballavitchel Road Crosby Isle Of Man IM4 2DL"	Yes	Decision Issued	54.1927642	-4.567387264	Not designated for development	Yes	Isle of Man Development Plan Order 1982 	Senior Planning Officer 1	Senior Planning Officer 1	Yes	No	No	Committee	No	Yes	No	Yes	Vernacular Farmhouse; Vernacular Stone Barn; Modern Agricultural Building	Traditional cottage	No	No	Yes	No Assessment	No Assessment	No	No Assessment	None	None	None	None	No Assessment	None	None	No Assessment	No Assessment	No Assessment		165	1641	994.5454545	Increase	"""2.1 Proposed are the demolition of buildings B, C, E, F, and G and the erection of a new dwelling which will be located 42m further back on the site than the existing house and in fact, 16m further back than the existing buildings, extending the curtilage of the farmhouse by up to 50m to the north. As drawn, the new residential curtilage is around 5m from the rear of the dwelling."""	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		None	No		No Assessment	No Assessment	No	No Assessment	No Assessment	No	None	None
14/01320/B	Yes	B	Unable to determine from report	Senior Planning Officer 1	Head of Development Management	Yes	No	No Assessment	None	No Assessment	No Assessment	No	Yes	No Assessment	No	No	No	No	No Assessment	No	No	No Assessment	No Assessment	No	No	3	3	6	0	2	0	2	0	0	0	0	0	0.00%	0.00%	0.00%	Fail	-2	0		B	BRADDAN	20-Nov-14	Erection of a replacement dwelling with detached garage and creation of improved vehicular access (comprising amendments to PA 14/00381/B) Ballaveare Old Castletown Road Port Soderick Isle Of Man IM4 1BB	Yes	Decision Issued	54.12864533	-4.539229575	Open Space	Yes	Braddan Local Plan	Senior Planning Officer 1	Director of Planning	No	No	Yes	Head of Development Management	Yes	Yes	No	Unable to determine from report	Unknown	hipped and gabled ended dwelling which is an unfortunate mixture of some traditional elements but many more modern additions 	No	No	Yes	No Assessment	No Assessment	Yes	No Assessment	None	None	None	None	No Assessment	None	None	No Assessment	No Assessment	No Assessment	Existing dwelling	620	1005	162.0967742	Same	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		""" the most significant being the change in roof shape of the garage to something which is more traditional, with gable ends rather than hips."""	No		No Assessment	No Assessment	No	No Assessment	No Assessment	Yes	None	None
14/01187/B	Yes	B	No	Junior Planning Officer 3	Committee	Yes	No	No Assessment	None	No Assessment	No Assessment	No	Yes	No Assessment	No	No	Yes	Yes	No	Yes	Yes	No Assessment	No Assessment	Yes	No	3	3	6	0	3	0	3	0	0	3	1	3	50.00%	0.00%	100.00%	Fail	0	0		B	ONCHAN	16-Oct-14	Erection of a replacement dwelling Eskadale King Edward Road Onchan Isle Of Man IM4 6AB	Yes	Decision Issued	54.18449324	-4.426906272	Open Space	Yes	Onchan Local Plan	Junior Planning Officer 3	Junior Planning Officer 3	Yes	26/11/2014	Yes	Committee	Yes	No	No	No	Mock Tudor	TudorBethan 	No	No	Yes	No Assessment	No Assessment	Yes	No Assessment	None	None	None	None	No Assessment	None	None	No Assessment	No Assessment	No Assessment	Existing dwelling	256	440	171.875	Same	None	No	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		"""The proposed building would be larger in terms of floor area than the existing dwelling, representing an increase of around 70% and would not represent a traditional dwelling as outlined under Planning Circular 3/91."""	Yes		No Assessment	No Assessment	Yes	No Assessment	No Assessment	No Assessment	None	None
14/01158/B	Yes	B	Unable to determine from report	Senior Planning Officer 1	Committee	Yes	No	No Assessment	Planning Officer	No	No Assessment	No	Yes	No Assessment	No	No	Yes	Yes	No Assessment	No	No	No Assessment	No Assessment	No	No	2	3	5	1	2	0	3	1	0	2	0	3	60.00%	50.00%	66.67%	Fail	0	0		B	PATRICK	07-Oct-14	"Redevelopment of existing farm to provide tourist related development involving conversion of existing barn to provide three residential and/or tourist accommodation, erection of a replacement dwelling, creation of self-contained disabled tourist accommodation, erection of an agricultural building, creation of parking and improvements to existing vehicular access Ballacallin Farm Gordon Peel Isle Of Man IM5 3AR "	Yes	Decision Issued	54.19516602	-4.696948501	Not designated for development	Yes	Isle of Man Development Plan Order 1982 	Senior Planning Officer 1	Senior Planning Officer 1	Yes	02/02/2012	Yes	Committee	Yes	Yes	No	Unable to determine from report	Bungalow;  Modern Agricultural Building	"""The group comprises a modern bungalow which sits closest to the road but lower, behind that and lower still is a modern barrel vaulted roofed open shed with a pitched roofed sheeted barn adjoining this to the rear. Behind this and lower still is a long stone barn with pitched slated roof. To the rear of this is a small courtyard flanked to the south by the remains of smaller, single storey stone buildings which are currently roofless. To the east of this is a stone building, possibly a former dwelling whose roof is mostly gone and which has stone buttresses supporting the lane-side (northern) elevation. Alongside this are single storey more modern brick structures which have a tall brick wall elevation to the land to the east which is lower than at the front of the buildings. Beyond this is are two modern agricultural buildings, both having lean-to roofs which slope downhill, one finished in brick and the other in sheeting. A small stone building sits on the northern side of the farm lane from the stone barn."""	No	No	Yes	No Assessment	No Assessment	Yes	No Assessment	None	Planning Officer	None	None	No	"""The replacement of the dwelling will bring about significant environmental improvement both in terms of the removal of an existing building which is of limited architectural merit and whose plain and relatively modern character adds little to the rural nature of the area where more traditional design would nowadays be encouraged."""	None	No Assessment	No Assessment	No Assessment	Existing dwelling	106	206	194.3396226	Unclear	Not mentioned once in report.	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		"""whilst the new house is not traditional in terms of it being a vernacular Manx house, it is traditional in its context of outbuildings, also reflecting what HP aims to do."""	Yes		No Assessment	No Assessment	No	No Assessment	No Assessment	Yes	None	None
14/01157/REM	Yes	REM	Yes	Senior Planning Officer 2	Committee	Yes	Yes	No Assessment	None	No Assessment	No Assessment	No	Yes	No Assessment	No	No	No	No	Yes	No	Yes	No Assessment	No Assessment	No	No	0	3	3	0	3	0	3	N/A	1	0	1	1	33.33%	N/A	33.33%	Fail	-2	0		REM	ONCHAN	18-Dec-14	"Reserved Matters Application relating to PA 13/00184/A for erection of replacement farm dwelling addressing siting, design, external appearance, internal layout and means of access Clypse Moar Farm Clypse Onchan Isle Of Man IM4 5BG"	Yes	Decision Issued	54.19660267	-4.455876935	Open Space	Yes	Onchan Local Plan	Senior Planning Officer 2	Senior Planning Officer 2	Yes	14/10/2014	Yes	Committee	Yes	No	No	Yes	Vernacular Farmhouse; Stone Outbuilding	"""The existing dwelling was once a very traditional Manx Farmhouse with three upper windows over a central doorway flanked either side by a single window. However, what appears as a 1930's two storey bay window has been erected to one side of the property. With the exception of this alteration the property still retains its Manx vernacular design which includes a pitched natural slate roof, two gable end chimneys, a central doorway, verge details to both gable ends and a painted render finish."""	Yes	No	Yes	Yes	No Assessment	Yes	No Assessment	None	None	None	None	No Assessment	"""As identified within paragraph 1.3 of this report the existing dwelling is of a traditional design, proportions and finish, albeit in a poor state of repair. It is also noted that the recently approved previous Approval in Principle application (13/00184/A) has in principle accepted the dwelling could be replaced and considered against Housing Policy 14."""	None	No Assessment	No Assessment	No Assessment	Existing dwelling	265.4	540	203.4664657	Same	None	Yes	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		"""2.3 The proposed two storey replacement dwelling would have traditional elements in its design, being the more usual five upper windows over a central doorway which is flanked with two windows either side. The proposal also includes a double pitched roof with a natural slate finish, two gable end chimneys, a two storey projection central doorway finished in Manx stone, verge details to all gable ends and a painted render finish. The windows are to be timber/aluminium framed double glazed windows. It is not state whether these be sliding sash widows or casements."" ""Putting the size, scale and massing of the proposal to one side, the design of the dwelling is considered to comply with Policies 2-7 of the Circular. As identified within paragraph 2.3 of this report the replacement dwelling is traditional in appearance and finish and therefore complies with Housing Policy 14 and Planning Circular 3/91."""	No		No Assessment	Yes	No	No Assessment	No Assessment	No	None	None
14/01156/REM	Yes	REM	No	Senior Planning Officer 2	Committee	Yes	Yes	No	Planning Officer	No	No Assessment	Yes	Yes	Partial	No	Yes	No Assessment	Yes	Yes	No	Yes	No Assessment	No Assessment	Yes	Yes	0	3	3	2	3	0	3	N/A	2	1	1	3	100.00%	N/A	100.00%	Pass	0	0		REM	ONCHAN	18-Dec-14	"Reserved Matters Application relating to PA 13/00183/A for erection of a replacement dwelling, addressing siting, design, external appearance, internal layout and means of access Clypse Lodge Clypse Onchan Isle Of Man IM4 5BG"	No	Decision Issued	54.19616363	-4.453909845	Open Space	Yes	Onchan Local Plan	Senior Planning Officer 2	Senior Planning Officer 2	Yes	14/10/2014	Yes	Committee	Yes	No	No	No	Bungalow	"""steeply pitched roof design with flat dormer accomodation, while the other half is a single storey flat roof property"""	Yes	No	Yes	Yes	No Assessment	Yes	No	"""persons do live at the property"""	Planning Officer	None	None	No	"""The existing dwelling is considered to have been constructed in the 1960's and is not considered to be of any architectural quality or historic interest""."	None	No Assessment	No Assessment	Partial	Existing dwelling	232.9	385.4	165.4787462	Same	None	Yes	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	"""It is these projecting bay windows that do not strictly adhere with 3/91. However, it is accepted that this style of fenestration can be found within the Manx countryside. Planning Circular 3/91 does it fact make reference to these properties, indicating that during the 19th century, larger isolated dwellings in the countryside introduced additiona features to the original simple farmhouse design..."""	No Assessment	"""beneficial to the visual ameneties"""	Yes	Yes	No	No Assessment	No Assessment	Yes	None	None
14/01094/B	Yes	B	Yes	Senior Planning Officer 1	Committee	Yes	Yes	Yes	Planning Officer	No	No Assessment	No	Yes	No Assessment	No	No	Yes	Yes	No	No	No	No Assessment	No Assessment	No	No	2	3	5	2	3	0	5	1	0	2	0	3	60.00%	50.00%	66.67%	Fail	-2	0		B	RUSHEN	19-Sep-14	Demolition of existing building and erection of a detached dwelling and garage Shenvalley Farm Ballnahowe Port Erin Isle Of Man IM9 6JF 	No	Decision Issued	54.07882096	-4.762773249	Open Space	Yes	Southern Area Plan	Senior Planning Officer 1	Senior Planning Officer 1	Yes	22/10/2014	Yes	Committee	Yes	No	No	Yes	Vernacular Cottage	"""a vaguely traditional cottage which has been repaired and extended (rear cat-slide annex)"""	Yes	No	Yes	"""Complies with what policy is trying to achieve"""	No Assessment	"""Complies with what policy is trying to achieve"""	Yes	"""What is proposed does not fit comfortably into the Strategic Plan policies as it is not currently a dwelling and has not been for quite some time"""	Planning Officer	None	None	No	"""The existing building is not of sufficient interest or quality to merit a requirement for its retention"""	None	No Assessment	No Assessment	No Assessment	Existing building	126	211	167.4603175	Increase	None	No	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	"""0.6m longer and 1.1m deeper than what is illustrated and recommended in Planning Circular 3/91""."	Yes	"""less visible"""	Yes	No Assessment	No	No Assessment	No Assessment	No Assessment	None	None
14/01084/B	Yes	B	Yes	Junior Planning Officer 4	Committee	Yes	No	No Assessment	None	No Assessment	No Assessment	No	Yes	Partial	Yes	No	No	Yes	Yes	No	Yes	No Assessment	No Assessment	Yes	No	3	3	6	0	3	0	3	0	3	0	1	3	50.00%	0.00%	100.00%	Fail	0	0		B	JURBY	17-Sep-14	Demolition of existing dwelling and outbuildings and erection of a replacement dwelling and detached garage Sandygate House Clenagh Road Sandygate Ramsey Isle Of Man IM7 3AF	Yes	Decision Issued	54.34553199	-4.501773225	Woodland	Yes	Isle of Man Development Plan Order 1982 	Junior Planning Officer 4	Junior Planning Officer 4	Yes	16/10/2014	Yes	Committee	Yes	Yes	No	Yes	Vernacular Farmhouse; Two-Storey Vernacular Stone Barn	"fairly traditional, two-storey detached property. ""The chimneys are remarkably stubby for a traditional Manx property"". ""Also within the application site, which is quite generous, is a two-storey Manx stone barn and the remains of an old pigsty."""	No	No	Yes	No Assessment	No Assessment	Yes	No Assessment	None	None	None	None	No Assessment	None	None	No Assessment	No Assessment	Partial	Existing dwelling	198	212	107.0707071	Same	None	Yes	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		"""6.2 That which is proposed meets all of these requirements to a greater or lesser extent, with perhaps the most flexibility in reaching this conclusion applied to the interpretation of Circular 3/91. It is also considered that the dwelling proposed here is an improvement over that which was approved in 2010, which looked rather like overdevelopment if not for the plot (which is extensive) then for the dwelling itself, which would have had a full double width projection to the rear. While this cannot be taken into account in the determination of the current application, it remains worth noting. The proposal in relation to the 2014 approval is almost identical; the exception being the roof ridge has been increased by 0.5 metres. The two gable chimney stacks are also increased in height, which again from a visual perspective are more appropriate. Overall, the proposed changes are visually considered to improve the appearance of the new dwelling, giving a steeper roof pitch and height which is more in line with Planning Circular 3/91."""	No		No Assessment	No Assessment	No	No Assessment	No Assessment	No Assessment	None	None
14/01067/B	Yes	B	Unable to determine from report	Senior Planning Officer 1	Head of Development Management	Yes	No	No Assessment	None	No Assessment	No Assessment	No	Yes	No Assessment	No	Yes	Yes	Yes	No Assessment	No	No	No Assessment	No Assessment	No	No	3	3	6	0	2	0	2	0	0	2	0	2	33.33%	0.00%	66.67%	Fail	0	0		B	MALEW	11-Sep-14	Erection of a replacement dwelling (comprising amendments to PA 07/00059/B) Clougher House Ballamodha Straight Ballamodha Ballasalla Isle Of Man IM9 3AZ 	Yes	Decision Issued	54.14681306	-4.637429854	Not designated for development	Yes	Southern Area Plan	Senior Planning Officer 1	Director of Planning	No	No	Yes	Head of Development Management	Yes	No	No	Unable to determine from report	Unknown	Two storey property	No	No	Yes	No Assessment	No Assessment	Yes	No Assessment	None	None	None	None	No Assessment	None	None	No Assessment	No Assessment	No Assessment	Existing dwelling and outbuildings (in report - here it is back-calculated correctly)	149.5	299	200	Same	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment		"In the proposal description: ""From the front the dwelling is around 500mm higher than the former dwelling, and similar in mass and size but with a vernacular style of a traditional Manx stone house with bay windows with slated roofs at ground floor level and an annex on each side, and a sun room on the western side."""	Yes		Yes	No Assessment	No	No Assessment	No Assessment	Yes	None	None
14/01005/B	Yes	B	Unable to determine from report	Senior Planning Officer 2	Committee	Yes	Yes	No Assessment	Planning Officer	No	No Assessment	No	Yes	No	No	Yes	Yes	Yes	No	No	No	No Assessment	No Assessment	No	No	2	3	5	1	3	0	4	1	0	2	0	3	60.00%	50.00%	66.67%	Fail	-1	0		B	DOUGLAS	26-Aug-14	"Demolition of existing dwelling and outbuildings and erection of a replacement dwelling with detached garage and staff accommodation, re-instatement of lake, erection of boat house and associated landscaping The Meadows Port E Chee Tromode Douglas Isle Of Man IM2 5PD "	Yes	Decision Issued	54.16148948	-4.4936038	Open Space or Woodland - Private Woodland	Yes	Douglas Plan	Senior Planning Officer 2	Senior Planning Officer 2	Yes	09/09/2014	Yes	Committee	Yes	No	No	Unable to determine from report	Unknown	"""Currently, there is a large detached dwelling sited to the southern aspect of the site. It is not known if the property was once of a traditional Manx vernacular in appear ance, although the site was formerly known as Port - E - Chee Farm and therefore it is likely to have had a traditional style dwelling on the site. What is clear after visiting the site, is that a number of more modern extensions over a period of time (last 30 years) have been undertaken, resulting in a property with a mixture of architectural features and styles."""	Yes	No	Yes	Yes	No Assessment	Yes	No Assessment	None	Planning Officer	None	None	No	"""However, in this case the design, proportion, form, character, size and finish of the existing dwelling does not have any architectural or historic interest and the demolition of the existing buildings is welcomed. The outbuildings, which form the court yard also have little architectural or historic interest as they have also been altered and changed over the years and have lost any special interested they may have had once."""	None	No Assessment	No Assessment	No	Existing dwelling	859	1359	158.2072177	Same	10 acres	No	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	Yes	None	Yes		Yes	No Assessment	No	No Assessment	No Assessment	Yes	None	None
14/00909/B	Yes	B	No	Senior Planning Officer 2	Committee	Yes	No	No Assessment	None	No Assessment	No Assessment	No	Yes	No Assessment	No	No	Yes	Yes	No Assessment	No	No	No Assessment	No Assessment	No	No	3	3	6	0	2	0	2	0	0	2	0	2	33.33%	0.00%	66.67%	Fail	0	0		B	LEZAYRE	01-Aug-14	Part demolition of existing building and erection of a dwelling on adjacent land Sycamore House Glen Duff Ramsey Isle Of Man IM7 2AT 	Yes	Decision Issued	54.31958739	-4.443087089	Not designated for development	Yes	Isle of Man Development Plan Order 1982 	Senior Planning Officer 2	Senior Planning Officer 2	Yes	16/09/2014	Yes	Committee	Yes	Yes	No	No	Bungalow	"""Single storey residential property"""	No	No	Yes	No Assessment	No Assessment	Yes	No Assessment	None	None	None	None	No Assessment	None	None	No Assessment	No Assessment	No Assessment	Existing bungalow	71	281	395.7746479	Same	None	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	"""2.3 The proposed replacement dwelling is basically a two storey traditional Manx property with five upper windows over a central doorway which is flanked by two windows either side at ground floor level. The basic footprint of the proposed dwelling measures 14.9 metres by 8.0 metres (excluding front projecting gable end porch and rear outrigger), it has an eaves height of 5.4 metres and a ridge height of 8.2 metres. The proposed dwelling would be finished in smooth painted render, a grey slate roof and hardwood windows and doors."""	Yes	"""same or potentially less visual impact"" (compared to previously approved, not existing)"	No Assessment	No Assessment	No	No Assessment	No Assessment	No Assessment	None	None
14/00840/B	Yes	B	No	Junior Planning Officer 3	Committee	Yes	No	No Assessment	None	No Assessment	No Assessment	No	Yes	No Assessment	No	No	Yes	Yes	No	Yes	Yes	No Assessment	No Assessment	Yes	No	3	3	6	0	3	0	3	0	0	3	1	3	50.00%	0.00%	100.00%	Fail	0	0		B	GERMAN	18-Jul-14	Demolition of existing and erection of a replacement dwelling Shilley Aalin Lhergydhoo Peel Isle Of Man IM5 2AE 	Yes	Decision Issued	54.23187497	-4.662451965	Not designated for development	Yes	Isle of Man Development Plan Order 1982 	Junior Planning Officer 3	Junior Planning Officer 3	Yes	13/08/2014	Yes	Committee	Yes	Yes	No	No	Bungalow	Detached modern dormer bungalow	No	No	Yes	No Assessment	No Assessment	No	No Assessment	None	None	None	None	No Assessment	None	None	No Assessment	No Assessment	No Assessment	Existing dwelling	No Assessment	No Assessment	180	Same	None	No	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	No Assessment	None	Yes		Yes	No Assessment	Yes	No Assessment	No Assessment	No	None	None
