study_id	included	LatDD	LonDD	elevation	citation_title	site_name	island_name	archipelago	ocean	sample_parent_material	earliest_extent_ybp	latest_is_present_day	latest_extent_ybp	timeline_length	radiocarbon_calibrated	n_samples	proxy_groups	drivers_of_change_proxies	data_online_repository_uri
6156839	included	-38.59583282	178.6399994	860	Ancient DNA chronology within sediment deposits: Are paleobiological reconstructions possible and is DNA leaching a factor?	Hukanui Pool	North Island	New Zealand	Pacific	cave	3280	FALSE	unknown		no	7	plant remains	none	none
6170258	included	-39.64758301	176.963501	60	Recovery of DNA and pollen from New Zealand lake sediments	Round lake	North Island	New Zealand	Pacific	lake	3282	TRUE	0	3282	no	36	pollen;dna	charcoal;tephra	none
6170495	included	-17.40527725	177.8983307	0	Archaeological and sedimentological data indicate Lapita settlement on a newly formed coastal plain: Tavua Island, Mamanuca Group, Fiji	Tavua beach	Tavua Island	Fiji	Pacific	archeological site	3294	FALSE	unknown		no	2	pollen;phytoliths;starch	geomorphology;particle size	none
6157497	included	32.30170441	-64.76014709	15	Human impact on the forests of Bermuda: the decline of endemic cedar and palmetto since 1609, recorded in the Holocene pollen record of Devonshire Marsh	Devonshire Marsh	Bermuda	Bermuda	Atlantic	marsh	3320	TRUE	0	3320	no	39	pollen	none	none
6171889	included	42.73423767	9.20374	40	New data on the Little Ice Age in Corsica: A comparison of geomorphological, palynological and archaeological results from Santo Pietro (d√©sert de l'agriate, Corsica)	Spizicciu MR01	Corsica	Corsica and Sardinia	Mediterranean	soil	3345	TRUE	0	3345	no	12	pollen	archeological data	none
6157441	included	-36.25416565	175.4797211	4	A late quaternary palynological and sedimentological record from two coastal swamps at southern Kaitoke, Great Barrier Island, New Zealand.	Kaitoke swamp (Blackwells' Bush)	Great Barrier Island	New Zealand	Pacific	swamp	3370	TRUE	0	3370	no	18	pollen;spores	particle sizer;tephra;mollusc	none
6157622	included	-54.25082397	-36.49437332	80	HOLOCENE ENVIRONMENTAL-CHANGE IN SOUTH GEORGIA - EVIDENCE FROM LAKE-SEDIMENTS	Lower lake Maiviken	South Georgia	South Georgia_South Sandwich Islands	Sub-Antarctic	lake	3375	TRUE	0	3375	no	16	pollen;spores	none	none
6171136	included	-40.71666718	175.5833282	430	A history of kaiparoro clearing and the limits of nothofagus in the northern tararua range, new zealand	Kaiparoro	North Island	New Zealand	Pacific	peatland	3430	TRUE	0	3430	no	15	pollen;spores	charcoal;vegetation plots;modern pollen	none
6158031	included	39.97644424	4.073694229	24	Palynological Evidence for Climatic Change and Human Activity during the Holocene on Minorca (Balearic Islands)	Cala´n Porter	Minorca	Balearic Islands	Mediterranean	marsh	7920	FALSE	4450	3470	no	40	pollen	none	none
6158420	included	42.21223068	9.011857033	1930	New pollen-analytical researches in Corsica: the problem of Quercus ilex L. and Erica arbor ea L., the origin of Pinus halepensis Miller forests	Capitello	Corsica	Corsica and Sardinia	Mediterranean	lake	3500	TRUE	0	3500	no	27	pollen	none	none
6157142	included	35.32860947	24.27684212	15	Environmental change in Crete: a 9000-year record of Holocene vegetation history and the effect of the Santorini eruption	Kournas	Crete	Aegean Islands	Mediterranean	lake	3540	TRUE	0	3540	no	26	pollen	none	none
6157120	included	-45.11661148	169.5246887	300	Macrofossil evidence for pre‐settlement vegetation of Central Otago's basin floors and gorges	Sawers rockshelter	South Island	New Zealand	Pacific	soil	3540	TRUE	0	3540	no	5	macrofossils	none	none
6156621	included	-36.13333511	175.3999939	0	Rapid landscape transformation in South Island, New Zealand, following initial Polynesian settlement	Whangapoua Estuary	North Zealand	New Zealand	Pacific	estuary	3566	TRUE	0	3566	no	14	pollen	charcoal	none
6156637	included	-38.5933342	177.8716736	27	Late Holocene forest disturbance in Gisborne, New Zealand: A comparison of terrestrial and marine pollen records	Repongaere Swamp	North Island	New Zealand	Pacific	swamp	3575	TRUE	0	3575	no	50	pollen	none	none
6158426	included	61.84183502	-6.831833363	0	Human impact on an island ecosystem: pollen data from Sandoy, Faroe Islands	Gróthúsvatm	Sandoy	Faroe Islands	Atlantic	lake	3595	FALSE	unknown		no	71	pollen	tephra;sedimentology	none
6170311	included	-43.6162796	169.8209991	250	The Ascarina Decline and Postglacial Climatic Change in New-Zealand	Horace Walker Glacier	South Island	New Zealand	Pacific	peatland	3660	TRUE	0	3660	no	12	pollen	none	none
6167765	included	-40.64166641	172.4844513	20	Comparative palynomorph signals of vegetation change preserved in an adjacent peat swamp and estuary in North-West Nelson, New Zealand	Mangarakau Swamp P1	South Island	New Zealand	Pacific	swamp	3660	TRUE	0	3660	no	22	pollen;spores	none	none
6170311	included	-41.17785263	175.1559601	800	The Ascarina Decline and Postglacial Climatic Change in New-Zealand	Rimutaka Range	North Island	New Zealand	Pacific	peatland	3700	TRUE	0	3700	no	5	pollen	none	none
6157000	included	-36.90000153	174.8166656	40	A palaeoenvironmental record of natural and human change from the Auckland Isthmus, New Zealand, during the late Holocene	Waiatarua wetland	North Island	New Zealand	Pacific	wetland	3700	TRUE	0	3700	no	16	pollen	tephra;diatoms	none
6157089	included	35.20388794	26.27249908	0.5	Human management and landscape changes at Palaikastro (Eastern Crete) from the Late Neolithic to the Early Minoan period	Kouremenos	Crete	Aegean Islands	Mediterranean	wetland	4660	FALSE	4230	430	no	5	pollen;npp	charcoal	none
6158031	included	39.97644424	4.073694229	21	Palynological Evidence for Climatic Change and Human Activity during the Holocene on Minorca (Balearic Islands)	Algendar	Minorca	Balearic Islands	Mediterranean	marsh	7830	FALSE	4090	3740	no	80	pollen	none	none
6156516	included	27.96247292	-15.55242825	1759	The influence of natural fire and cultural practices on island ecosystems: Insights from a 4,800 year record from Gran Canaria, Canary Islands	La Calderilla	Gran Canaria	Canary Islands	Atlantic	soil	3713	TRUE	0	3713	no	50	pollen;npp	none	none
6168014	included	-62.63027954	-61.09500122	70	A late holocene lake sediment sequence from livingston island, south shetland islands, with palaeoclimatic implications	Midge Lake	Livingston Island	South Shetland Islands	Antarctic	lake	3735	TRUE	0	3735	no	17	pollen;spores	organic matter;LOI;lithology;tephra	none
6156420	included	28.47688103	-16.30646133	458	Island biodiversity conservation needs palaeoecology	La Laguna	Tenerife	Canary Islands	Atlantic	palaeolake	3745	TRUE	0	3745	no	18	pollen	charcoal	none
6168750	included	-21.95407295	-157.9348145	0	Palaeo-lake and Swamp Stratigraphic Records of Holocene Vegetation and Sea-level Changes, Mangaia, Cook Islands	Veitatei	Mangaia	Cook Islands	Pacific	swamp	3770	TRUE	0	3770	no	13	pollen	charcoal;LOI	none
6156661	included	-27.12106323	109.2879944	70	Vegetation dynamics at Raraku Lake catchment (Easter Island) during the past 34,000 years	Rano Raraku	Rapa Nui	Rapa Nui	Pacific	lake	30060	FALSE	4080	25980	no	97	pollen	geochemistry	none
6157588	included	26.79000092	-77.41999817	1	Plant wax evidence for precipitation and vegetation change from a coastal sinkhole lake in the Bahamas spanning the last 3000 years	Blackwood Sinkhole	Abaco Island	Bahamas	Atlantic	sinkhole	3830	TRUE	0	3830	no	66	pollen summary	Biomarkers;lipids;H and C Isotopes	none
6158113	included	-46.54472351	168.4311066	9	Wetland soil moisture complicates the use of Sporormiella to trace past herbivore populations	Awarua Ridge	South Island	New Zealand	Pacific	soil	3846	TRUE	0	3846	no	65	pollen;spores	sporomiella	none
6157089	included	35.20388794	26.27249908	0.5	Human management and landscape changes at Palaikastro (Eastern Crete) from the Late Neolithic to the Early Minoan period	Kouremenos	Crete	Aegean Islands	Mediterranean	wetland	5020	FALSE	4010	1010	no	23	pollen;npp	charcoal	none
6169416	included	-39.23333359	175.4333344	1317	The effects of the Taupo tephra eruption c. 1718 BP on the vegetation of Mt Hauhungatahi, central North Island, New Zealand	Gibson's Swamp	North Island	New Zealand	Pacific	swamp	3890	TRUE	0	3890	no	76	pollen	none	none
6157033	included	-36.34596634	174.1774445	0	Preservation of a Late Glacial terrestrial and Holocene estuarine record on the margins of Kaipara Harbour, Northland, New Zealand	Kaipara Harbour T1	North Island	New Zealand	Pacific	estuary	23219	FALSE	3956	19263	no	15	pollen	none	none
6170792	included	20.79638863	-156.4794464	0	A Dynamic History of Climate Change and Human Impact on the Environment from KeƒÅlia Pond, Maui, Hawaiian Islands	Keālia Pond	Maui	Hawai	Pacific	peatland	3930	FALSE	-2	3932	no	28	pollen	charcoal;LOI	none
6157320	included	-43.56666565	171.1666718	626	Major disturbance to aquatic ecosystems in the South Island, New Zealand, following human settlement in the Late Holocene	Maori Lakes	South Island	New Zealand	Pacific	lake	3945	TRUE	0	3945	no	20	pollen	Plant remains;chirominids;charcoal	none
6157415	included	5.343569279	162.9653931	2	Development of an agroforest on a Micronesian high island: Prehistoric Kosraean agriculture	Okat-2	Kosrae	Caroline islands	Pacific	peatland	3963	FALSE	unknown		yes	11	pollen	charcoal	none
6157033	included	-36.34850311	174.1787872	0	Preservation of a Late Glacial terrestrial and Holocene estuarine record on the margins of Kaipara Harbour, Northland, New Zealand	Kaipara Harbour T3	North Island	New Zealand	Pacific	estuary	23219	FALSE	3956	19263	no	15	pollen	none	none
6170307	included	-38.12396622	176.3063049	267	Holocene Pollen Diagrams Lake Rotorua North Island New-Zealand	Rotorua	North Island	New Zealand	Pacific	lake	4000	FALSE	64	3936	yes	22	pollen	none	none
6156676	included	-17.66666603	168.3333282	17	First insights into mid-Holocene environmental change in central Vanuatu inferred from a terrestrial record from Emaotfer Swamp, Efate Island	Emaotfer Swamp	Efate	Vanuatu	Pacific	swamp	4025	TRUE	0	4025	no	16	pollen	charcoal	none
1	included	78.07499695	20.91666603	26	Past Vegetation and Reindeer on Edgeøya (Spitsbergen) Between c. 7900 and c. 3800 BP, Studied by Means of Peat Layers and Reindeer Faecal Pellets	Rosenbergdalen 2	Edgeøya	Svalbard	Arctic	peatland	4995	FALSE	3810	1185	no	12	pollen;spores	none	none
6157996	included	14.97394466	-24.43713951	1010	Taming Fogo Island: Late-Holocene volcanism, natural fires and land use as recorded in a scoria-cone sediment sequence in Cabo Verde	Ka Nazario	Fogo	Cabo Verde	Atlantic	soil	4040	TRUE	0	4040	no	20	pollen;palymorphs;phytoliths	charcoal;Elemental composition;LOI;gran size;tephra	none
6157194	included	-36.61014938	175.7886505	15	Early tropical crop production in marginal subtropical and temperate Polynesia	Waitetoke	Ahuahu	New Zealand	Pacific	pond	4102	FALSE	unknown		no	29	pollen;palymorphs	invertebrates;pollen summaries	none
6156651	included	64.00883484	-16.39509964	90	Mid- and late-Holocene vegetation, surface weathering and glaciation, Fjallsjokull, southeast Iceland	Fjallsjökull site	Iceland	Iceland	Atlantic	soil	4140	FALSE	3750	390	no	33	pollen;spores	none	none
6156636	included	65.26508331	-19.72660065	460	Landscape change in the Icelandic highland: A long-term record of the impacts of land use, climate and volcanism	Galtaból	Iceland	Iceland	Atlantic	lake	4144	TRUE	0	4144	no	49	pollen;spores	fungal spores	none
6158113	included	-45.31999969	167.8088837	318	Wetland soil moisture complicates the use of Sporormiella to trace past herbivore populations	Eweburn	South Island	New Zealand	Pacific	peatland	4158	TRUE	0	4158	no	34	pollen;spores	sporomiella	none
6169577	included	17.75083351	-64.68694305	0	A late holocene palaeoenvironmental record from Altona Bay, St. Croix, US Virgin Islands	Altona Bay	St. Croix	Virgin Islands	Atlantic	estuary	4245	TRUE	0	4245	no	9	pollen;spores	grain size;LOI;geochemestry	none
6157001	included	34.6317482	32.93319321	0	The late Holocene introduction of Juglans regia (walnut) to Cyprus	Akrotiri Marsh	Cyprus	Cyprus	Mediterranean	marsh	4250	TRUE	0	4250	no	92	juglans regia - pollen	none	none
6156982	included	-54.19213486	-36.71832657	35	Subantarctic peatlands and their potential as palaeoenvironmental and palaeoclimatic archives	Sink Hole	South Georgia	South Georgia_South Sandwich Islands	Sub-Antarctic	peatland	4250	TRUE	0	4250	no	25	macrofossils	magnetic susceptibility	none
6169416	included	-39.23333359	175.4333344	1317	The effects of the Taupo tephra eruption c. 1718 BP on the vegetation of Mt Hauhungatahi, central North Island, New Zealand	Gibson's Swamp site 1170	North Island	New Zealand	Pacific	swamp	4280	TRUE	0	4280	no	38	pollen	none	none
6157024	included	65.62338257	-23.47011948	4	Late Holocene (ca. 4 ka) marine and terrestrial environmental change in Reykjarfjo ̈rdur, north Iceland: climate and/or settlement?	Reykjarfjördur	Iceland	Iceland	Atlantic	laggon	4280	TRUE	0	4280	no	22	pollen;spores	grain size;TOC;carbonates;foraminifera	none
6158420	included	43.00498962	9.412938118	2	New pollen-analytical researches in Corsica: the problem of Quercus ilex L. and Erica arbor ea L., the origin of Pinus halepensis Miller forests	Barcaggio	Corsica	Corsica and Sardinia	Mediterranean	lagoon	4300	TRUE	0	4300	no	23	pollen	none	none
6158420	included	42.47294998	8.681127548	10	New pollen-analytical researches in Corsica: the problem of Quercus ilex L. and Erica arbor ea L., the origin of Pinus halepensis Miller forests	Crovani	Corsica	Corsica and Sardinia	Mediterranean	lagoon	4300	TRUE	0	4300	no	41	pollen	none	none
6157762	included	-0.645833313	-90.31749725	739	When is an invasive not an invasive? Macrofossil evidence of doubtful native plant species in the Galapagos Islands	East Bog	Santa Cruz	Galapagos	Pacific	peatland	4377	TRUE	0	4377	no	35	macrofossils	none	none
6157740	included	65.58777618	-20.13277817	8	Effects of the Hekla 4 tephra on vegetation in Northwest Iceland	Kagaðarhóll	Iceland	Iceland	Atlantic	lake	4400	FALSE	4000	400	yes	22	pollen	tephras;organic mater	none
6157740	included	65.41999817	-19.87305641	505	Effects of the Hekla 4 tephra on vegetation in Northwest Iceland	Barðalækjartjörn	Iceland	Iceland	Atlantic	lake	4400	FALSE	3600	800	yes	16	pollen	tephras;organic mater	none
6157948	included	-35.22600174	174.0366364	17	A 4300 year palynological and sedimentological record of environmental change and human impact from Wharau Road Swamp, Northland, New Zealand	Wharau Road Swamp	North Island	New Zealand	Pacific	swamp	4448	TRUE	0	4448	no	33	pollen	sedimentology	none
6157517	included	-36.23333359	175.4666595	25	Palynology, sedimentology and environmental significance of Holocene swamps at northern Kaitoke, Great Barrier Island, New Zealand.	Police station swamp	Great Barrier Island	New Zealand	Pacific	swamp	4470	TRUE	0	4470	no	14	pollen	granulometry;tephra	none
6156790	included	-0.645833313	-90.31749725	739	Lake or bog? Reconstructing baseline ecological conditions for the protected Galápagos Sphagnum peatbogs	East Bog	Santa Cruz	Galapagos	Pacific	peatland	4500	TRUE	0	4500	no	0	macrofossils	charcoal	none
6156780	included	-18.66666603	-174	62	Vegetation change in the coastal-lowland rainforest at Avai'o'vuna Swamp, Vava'u, Kingdom of Tonga	Avai'o'vuna Swamp	Pangaimotu Island	Tonga	Pacific	swamp	4510	TRUE	0	4510	no	12	pollen;spores	charcoal;fungi;algae	none
6156991	included	41.37332153	9.220691681	0.33	Coastal landscape evolution of Corsica island (W. Mediterranean): palaeoenvironments, vegetation history and human impacts since the early Neolithic period	Piantarella 2	Corsica	Corsica and Sardinia	Mediterranean	lake	4520	TRUE	0	4520	no	9	pollen;spores	LOI;laser granulometry;ostracod;fungi	none
6170608	included	-37.70514297	176.3074341	7.5	Late Holocene palynology and palaeovegetation of tephra‐bearing mires at Papamoa and Waihi Beach, western Bay of Plenty, North Island, New Zealand	Papamoa Bog	North Island	New Zealand	Pacific	peatland	4620	TRUE	0	4620	no	26	pollen	mineralogy	none
6156823	included	1.339725971	127.9620819	43	Late Quaternary tropical lowland environments on Halmahera, Indonesia	Halmahera	North Maluku	Indonesia	Indo-Pacific	swamp	4640	TRUE	0	4640	no	47	pollen	sedimentology;geochemistry	none
6170431	included	35.96250153	14.55333328	16	7300 years of vegetation history and climate for NW Malta: a Holocene perspective	BM2-Burmarrad region	Malta	Maltese archipelago 	Mediterranean	soil	6055	FALSE	3655	2400	no	48	pollen;npp	charcoal;sedimentology 	none
6168401	included	-0.895250022	-89.47997284	659	Historical Ecology in the Galapagos Islands Part 1 a Holocene Pollen Record from El-Junco Lake San-Cristobal Island	El Junco EJ6	San Cristobal	Galapagos	Pacific	lake	8840	FALSE	3480	5360	no	23	pollen	none	none
6156901	included	-46.87883759	37.84860229	42	Volcanic ash deposition and long-term vegetation change on subantarctic Marion Island	MARI1	Marion Island	Prince Edward Islands	Indian	peatland	4750	TRUE	0	4750	no	71	pollen;macrofossils	none	none
6156667	included	65.47555542	-19.97444534	413	Climate change and human impact in a sensitive ecosystem: the Holocene environment of the Northwest Icelandic highland margin	Barðalækjartjörn	Iceland	Iceland	Atlantic	lake	4781	TRUE	0	4781	no	37	pollen;spores;macrofossils	startigraphy;geochemestry	none
6157174	included	-0.645833313	-90.31749725	739	Detecting the provenance of Galapagos non-native pollen: The role of humans and air currents as transport mechanisms	East bog	Santa Cruz	Galapagos	Pacific	peatland	4790	TRUE	0	4790	no	66	pollen summary	charcoal	none
6171856	included	-0.645833313	-90.31749725	738	Fossil Pollen as a Guide to Conservation in the Galapagos	East Bog	Santa Cruz	Galapagos	Pacific	peatland	4790	TRUE	0	4790	no	66	pollen summary	none	none
6157603	included	-43.50208282	171.8333282	300	Two new Holocene vegetation records from the margins of the Canterbury Plains, South Island, New Zealand	Hallsbush Bog	South Island	New Zealand	Pacific	peatland	4824	TRUE	0	4824	no	15	pollen	none	none
6169954	included	-40.29781723	175.7836456	231	Late quaternary palynology of the southern Ruahine Range North Island, New Zealand	Manawatu Gorge, Ruahine Range	North Island	New Zealand	Pacific	soil	3770	FALSE	3430	340	no	6	pollen	sedimentology	none
6158225	included	-34.67657852	172.9907379	30	Palynological and sedimentological evidence for a radiocarbon chronology of environmental change and polynesian deforestation from Lake Taumatawhana, Northland, New Zealand	Taumatawhana	North Island	New Zealand	Pacific	lake	4883	TRUE	0	4883	no	40	pollen	particle size;LOI;geochemistry	none
6157233	included	17.95416641	-66.84361267	0	Effects of sea-level rise and climatic changes on mangroves from southwestern littoral of Puerto Rico during the middle and late Holocene	Flamenco Lagoon	Puerto Rico	Greater Antilles	Atlantic	lagoon	4884	TRUE	0	4884	no	42	pollen	organic geochemestry	none
6172041	excluded	39.78194427	2.667222261	108	Analysis of coprolites from the extinct mountain goat Myotragus balearicus	Cova de Son Muleta (sample 2)	Mallorca	Balearic Islands	Mediterranean	coprolite	4905	FALSE	unknown		no	1	macrofossils	none	No time serie
6168175	included	-23.6654911	44.51149368	200	Late Holocene environmental changes in arid Southwestern Madagascar	Andolonomby	Madagascar	Madagascar	Indian	pond	4920	TRUE	0	4920	no	19	pollen	charcoal;lithology;organic matter;carbonates	none
6170289	included	-39.42988968	174.3294067	244	The late pleistocene and holocene vegetation history of Taranaki, North Island, New Zealand	Eltham Swamp	North Island	New Zealand	Pacific	peatland	12600	FALSE	2900	9700	no	82	pollen	none	none
6157137	included	32.28333282	-64.75	0	Pollen evidence of Late Holocene mangrove development in Bermuda	Hungry Bay	Bermuda	Bermuda	Atlantic	bay	4940	TRUE	0	4940	no	23	pollen	LOI	none
6157572	included	65.75	-19.26666641	107	Environment and climate change during the late Holocene in Hjaltadalur, Skagafjorour, northern Iceland	Viðvik	Iceland	Iceland	Atlantic	peatland	4972	TRUE	0	4972	no	10	pollen	none	none
6169415	included	-18.08333397	177.3000031	0	Evidence for introduced taro (Colocasia esculenta) and lesser yam (Dioscorea esculenta) in Lapita-era (c. 3050-2500 cal. yr BP) deposits from Bourewa, southwest Viti Levu Island, Fiji	Bourewa	Viti Levu	Fiji	Pacific	soil	3474	FALSE	2831	643	no	2	phytoliths	none	none
6157114	included	34.6317482	32.93319321	0	Response of the Akrotiri Marsh, island of Cyprus, to Bronze Age climate change	Akrotiri Marsh	Cyprus	Cyprus	Mediterranean	marsh	5000	TRUE	0	5000	yes	92	pollen	diatoms	none
3	included	14.55222797	-60.98521423	7	Paleoenvironmental evidence for first human colonization of the eastern Caribbean	Fort de la France	Martinique	Antilles	Atlantic	swamp	5000	TRUE	0	5000	no	20	pollen	charcoal	none
6168740	included	-35.10484695	173.2111664	8	Late Quaternary pollen records of vegetation and climate change from Kaitaia Bog, far northern New Zealand	Kaitaia Bog borehole 6	North Island	New Zealand	Pacific	peatland	7993	FALSE	2790	5203	no	34	pollen	none	none
6157686	included	42.47283554	8.680768967	1	Natural and anthropogenic dynamics of the coastal environment in northwestern Corsica (western Mediterranean) over the past six millennia	Crovani	Corsica	Corsica and Sardinia	Mediterranean	lagoon	5080	TRUE	0	5080	no	62	pollen;npp	Fire activity	none
6158526	included	78.70298004	16.61501694	4	What do Holocene sediments in Petuniabukta, Spitsbergen reveal?	Scottehytta - Core POL_I	Spitsbergen	Svalbard	Arctic	lake	5080	TRUE	0	5080	no	9	pollen	none	none
6168740	included	-35.10484695	173.2111664	8	Late Quaternary pollen records of vegetation and climate change from Kaitaia Bog, far northern New Zealand	Kaitaia Bog borehole 3	North Island	New Zealand	Pacific	peatland	22410	FALSE	2639	19771	no	63	pollen	none	none
6168272	included	16.62144089	-24.34742737	1040	Using multiple palaeoecological indicators to guide biodiversity conservation in tropical dry islands: The case of S√£o Nicolau, Cabo Verde	Calderinha	São Nicolau	Cabo Verde	Atlantic	soil	5120	TRUE	0	5120	no	38	pollen;npp;n-alkanes	charcoal;n-alkane	none
6168758	included	-34.4458046	172.6781158	5	Late Holocene development of two wetlands in the Te Paki region, far northern New Zealand	Ponaki	North Island	New Zealand	Pacific	wetland	3710	FALSE	2620	1090	no	7	pollen	charcoal;sedimentology	none
6157249	included	39.98983383	4.205999851	0	The onset of islandscapes in the Balearic Islands: A study-case of Addaia (northern Minorca, Spain)	Addaia lagoon	Minorca	Balearic Islands	Mediterranean	lagoon	5148	FALSE	unknown		no	34	pollen	charcoal	none
6156903	included	-27.19070816	-109.4381485	110	Microfossils of Polynesian cultigens in lake sediment cores from Rano Kau, Easter Island	Rano Raraku	Rapa Nui	Rapa Nui	Pacific	lake	5155	TRUE	0	5155	no	45	pollen;spores	charcoal	none
6157655	included	-24.77703094	47.17327881	19	Evidence for drought and forest declines during the recent megafaunal extinctions in Madagascar	S9	Madagascar	Madagascar	Indian	peatland	5200	TRUE	0	5200	yes	67	pollen	charcoal micro and macro	none
6158420	included	42.72401047	9.204154968	15	New pollen-analytical researches in Corsica: the problem of Quercus ilex L. and Erica arbor ea L., the origin of Pinus halepensis Miller forests	Saleccia	Corsica	Corsica and Sardinia	Mediterranean	lagoon	5250	TRUE	0	5250	no	78	pollen	none	none
6158420	included	42.724238	9.20374	15	New pollen-analytical researches in Corsica: the problem of Quercus ilex L. and Erica arbor ea L., the origin of Pinus halepensis Miller forests	Saleccia	Corsica	Corsica and Sardinia	Mediterranean	lagoon	5250	TRUE	0	5250	no	73	pollen	none	none
6157174	included	-0.648611128	-90.31777954	830	Detecting the provenance of Galapagos non-native pollen: The role of humans and air currents as transport mechanisms	Pernettya Bog	Santa Cruz	Galapagos	Pacific	peatland	5256	TRUE	0	5256	no	42	pollen summary	charcoal	none
3	included	12.15202236	-61.61119461	15	Paleoenvironmental evidence for first human colonization of the eastern Caribbean	Meadow Beach	Grenada	Antilles	Atlantic	swamp	5270	TRUE	0	5270	no	36	pollen	charcoal	none
6158303	included	-42.13400269	172.9067383	1100	The late-quaternary pollen record of South-East Nelson, South Island, New Zealand	South-East Nelson Sedgemere, SM5	South Island	New Zealand	Pacific	peatland	5320	TRUE	0	5320	no	7	pollen	none	none
6157402	included	-39.78333282	176.7166595	20	A Holocene and latest Pleistocene pollen record from Lake Poukawa, Hawke's Bay, New Zealand	Poukawa	North Island	New Zealand	Pacific	peatland	5439	TRUE	0	5439	no	48	pollen	none	none
6156765	included	-35.50166702	175.8588867	230	A late Holocene pollen record of deforestation and environmental change from the Lake Tauanui catchment, Northland, New Zealand	Tauanui	North Island	New Zealand	Pacific	lake	5439	TRUE	0	5439	no	37	pollen	charcoal	none
6170151	included	-29.03333282	167.9333344	0	Polynesian Plant Introductions in the Southwest Pacific: Initial Pollen Evidence from Norfolk Island	Kingston Common	Norfolk Island	Norfolk Island	Pacific	swamp	5450	TRUE	0	5450	no	18	pollen	charcoal	none
6158420	included	42.41957	8.660102	10	New pollen-analytical researches in Corsica: the problem of Quercus ilex L. and Erica arbor ea L., the origin of Pinus halepensis Miller forests	Fango	Corsica	Corsica and Sardinia	Mediterranean	lagoon	5460	TRUE	0	5460	no	115	pollen	none	none
6157113	included	-46.41666794	51.75	116	An integrated palaeoenvironmental investigation of a 6200 year old peat sequence from Ile de la Possession, Iles Crozet, sub-Antarctica	Morne Rouge crater peat	Ile de la Possession	Îles Crozet	Indian	swamp	5480	TRUE	0	5480	no	37	pollen;macrofossils	diatoms;stratigraphy;rockmagnetic;geochemestry	none
6156646	included	42.09305954	9.52449131	0	Reconstructing past landscapes of the eastern plain of Corsica (NW Mediterranean) during the last 6000 years based on molluscan, sedimentological and palynological analyses	Aleria del Sale	Corsica	Corsica and Sardinia	Mediterranean	lagoon	5575	TRUE	0	5575	no	100	pollen	geochemestry;grain size;molluscs	none
6156632	included	38.43500137	-28.19650078	903	The ecological impact of oceanic island colonization - a palaeoecological perspective from the Azores	Caveiro	Pico	Azores	Atlantic	lake	5580	TRUE	0	5580	no	96	pollen	charcoal	none
6156702	included	-27.12277794	-109.2886124	80	Drought, vegetation change, and human history on Rapa Nui (Isla de Pascua, Easter Island)	Ranu Raraku	Rapa Nui	Rapa Nui	Pacific	lake	5590	TRUE	0	5590	no	31	pollen	charcoal	none
6158420	included	42.57159424	8.891487122	10	New pollen-analytical researches in Corsica: the problem of Quercus ilex L. and Erica arbor ea L., the origin of Pinus halepensis Miller forests	Le Fango	Corsica	Corsica and Sardinia	Mediterranean	soil	5600	TRUE	0	5600	no	90	pollen	none	none
6157622	included	-54.25797653	-36.50040436	80	HOLOCENE ENVIRONMENTAL-CHANGE IN SOUTH GEORGIA - EVIDENCE FROM LAKE-SEDIMENTS	Upper lake Maiviken	South Georgia	South Georgia_South Sandwich Islands	Sub-Antarctic	lake	5620	TRUE	0	5620	no	13	pollen;spores	none	none
6171918	included	-24.93470955	47.00320053	13	Threshold response of Madagascar's littoral forest to sea-level rise	Erica-matrix	Madagascar	Madagascar	Indian	wetland	5630	TRUE	0	5630	no	63	pollen	charcoal;diatoms	none
6157113	included	-46.41666794	51.75	116	An integrated palaeoenvironmental investigation of a 6200 year old peat sequence from Ile de la Possession, Iles Crozet, sub-Antarctica	Morne Rouge crater lake	Ile de la Possession	Îles Crozet	Indian	lake	5670	TRUE	0	5670	no	37	macrofossils	magnetic susceptibilty;diatoms;TOC;mineralogy;Hidrogen Index;Oxigen Index;TPs2;	none
6168758	included	-34.4458046	172.6781158	4	Late Holocene development of two wetlands in the Te Paki region, far northern New Zealand	Woolshed, Te Werahi	North Island	New Zealand	Pacific	wetland	3710	FALSE	2620	1090	no	18	pollen	charcoal;sedimentology	none
6159505	included	-35.81480026	173.654007	74	Interpreting charcoal in New Zealand’s palaeoenvironment—What do those charcoal fragments really tell us?	Kai Iwi	North Island	New Zealand	Pacific	lake	40600	FALSE	2504	38096	no	91	pollen	none	none
3	included	15.96860313	-61.28510284	83	Paleoenvironmental evidence for first human colonization of the eastern Caribbean	Vieux Fort	Marie Galante	Antilles	Atlantic	wetland	5760	TRUE	0	5760	no	17	pollen	charcoal	none
6167765	included	-40.64166641	172.4844513	20	Comparative palynomorph signals of vegetation change preserved in an adjacent peat swamp and estuary in North-West Nelson, New Zealand	Mangarakau Swamp P2	South Island	New Zealand	Pacific	swamp	5766	TRUE	0	5766	no	36	pollen;spores	none	none
6170587	included	45.23123169	147.8907013	0	The middle to Late Holocene environment on the Iturup Island (Kurils, North Western Pacific)	Iturup site	Iturup Island	Kuril Islands	Pacific	lake	5771	TRUE	0	5771	no	59	pollen	geochemistry;chironomid;diatoms	none
